Ensembl	KEid	AOPid
ENSG00000104067	https://identifiers.org/aop.events/2203	https://identifiers.org/aop/520; https://identifiers.org/aop/523
ENSG00000104164	https://identifiers.org/aop.events/2192	https://identifiers.org/aop/506
ENSG00000104313	https://identifiers.org/aop.events/1905	https://identifiers.org/aop/410
ENSG00000104368	https://identifiers.org/aop.events/1866	https://identifiers.org/aop/392
ENSG00000104432	https://identifiers.org/aop.events/1496	https://identifiers.org/aop/173; https://identifiers.org/aop/237; https://identifiers.org/aop/319; https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/382; https://identifiers.org/aop/39; https://identifiers.org/aop/392; https://identifiers.org/aop/409; https://identifiers.org/aop/451; https://identifiers.org/aop/468
ENSG00000104518	https://identifiers.org/aop.events/1967	https://identifiers.org/aop/407
ENSG00000104689	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/287; https://identifiers.org/aop/291; https://identifiers.org/aop/368; https://identifiers.org/aop/377; https://identifiers.org/aop/410; https://identifiers.org/aop/464; https://identifiers.org/aop/468; https://identifiers.org/aop/482
ENSG00000104763	https://identifiers.org/aop.events/2092; https://identifiers.org/aop.events/1243	https://identifiers.org/aop/440; https://identifiers.org/aop/77; https://identifiers.org/aop/87; https://identifiers.org/aop/88; https://identifiers.org/aop/89
ENSG00000104835	https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/352	https://identifiers.org/aop/374; https://identifiers.org/aop/471; https://identifiers.org/aop/12; https://identifiers.org/aop/281; https://identifiers.org/aop/374; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/500
ENSG00000104899	https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/1800	https://identifiers.org/aop/430; https://identifiers.org/aop/345
ENSG00000104936	https://identifiers.org/aop.events/1868	https://identifiers.org/aop/377; https://identifiers.org/aop/392; https://identifiers.org/aop/406; https://identifiers.org/aop/468
ENSG00000105143	https://identifiers.org/aop.events/1214	https://identifiers.org/aop/107
ENSG00000105281	https://identifiers.org/aop.events/1488	https://identifiers.org/aop/17
ENSG00000105372	https://identifiers.org/aop.events/984	https://identifiers.org/aop/154; https://identifiers.org/aop/277
ENSG00000105392	https://identifiers.org/aop.events/2027; https://identifiers.org/aop.events/2044	https://identifiers.org/aop/460; https://identifiers.org/aop/460
ENSG00000105397	https://identifiers.org/aop.events/1715	https://identifiers.org/aop/315
ENSG00000105464	https://identifiers.org/aop.events/875; https://identifiers.org/aop.events/201; https://identifiers.org/aop.events/195	https://identifiers.org/aop/475; https://identifiers.org/aop/48; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/522
ENSG00000105639	https://identifiers.org/aop.events/1717; https://identifiers.org/aop.events/1718; https://identifiers.org/aop.events/1715	https://identifiers.org/aop/315; https://identifiers.org/aop/315; https://identifiers.org/aop/315
ENSG00000105641	https://identifiers.org/aop.events/424; https://identifiers.org/aop.events/425; https://identifiers.org/aop.events/277; https://identifiers.org/aop.events/279	https://identifiers.org/aop/110; https://identifiers.org/aop/134; https://identifiers.org/aop/176; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/134; https://identifiers.org/aop/176; https://identifiers.org/aop/188; https://identifiers.org/aop/54; https://identifiers.org/aop/110; https://identifiers.org/aop/119; https://identifiers.org/aop/128; https://identifiers.org/aop/134; https://identifiers.org/aop/159; https://identifiers.org/aop/175; https://identifiers.org/aop/176; https://identifiers.org/aop/188; https://identifiers.org/aop/192; https://identifiers.org/aop/193; https://identifiers.org/aop/271; https://identifiers.org/aop/363; https://identifiers.org/aop/364; https://identifiers.org/aop/365; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/457; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/119; https://identifiers.org/aop/159; https://identifiers.org/aop/175; https://identifiers.org/aop/271; https://identifiers.org/aop/363; https://identifiers.org/aop/364; https://identifiers.org/aop/365; https://identifiers.org/aop/402; https://identifiers.org/aop/42
ENSG00000105656	https://identifiers.org/aop.events/1972	https://identifiers.org/aop/440
ENSG00000105810	https://identifiers.org/aop.events/1980	https://identifiers.org/aop/443
ENSG00000105928	https://identifiers.org/aop.events/1967	https://identifiers.org/aop/407
ENSG00000105976	https://identifiers.org/aop.events/1982; https://identifiers.org/aop.events/1457	https://identifiers.org/aop/439; https://identifiers.org/aop/443; https://identifiers.org/aop/206; https://identifiers.org/aop/241; https://identifiers.org/aop/280; https://identifiers.org/aop/298; https://identifiers.org/aop/347; https://identifiers.org/aop/415; https://identifiers.org/aop/443; https://identifiers.org/aop/452
ENSG00000105989	https://identifiers.org/aop.events/1754	https://identifiers.org/aop/298
ENSG00000106305	https://identifiers.org/aop.events/1854; https://identifiers.org/aop.events/398	https://identifiers.org/aop/319; https://identifiers.org/aop/39; https://identifiers.org/aop/40
ENSG00000106366	https://identifiers.org/aop.events/1866; https://identifiers.org/aop.events/1845	https://identifiers.org/aop/392; https://identifiers.org/aop/379
ENSG00000106546	https://identifiers.org/aop.events/944; https://identifiers.org/aop.events/165; https://identifiers.org/aop.events/945; https://identifiers.org/aop.events/18; https://identifiers.org/aop.events/854; https://identifiers.org/aop.events/853; https://identifiers.org/aop.events/856; https://identifiers.org/aop.events/291	https://identifiers.org/aop/150; https://identifiers.org/aop/151; https://identifiers.org/aop/310; https://identifiers.org/aop/455; https://identifiers.org/aop/456; https://identifiers.org/aop/41; https://identifiers.org/aop/150; https://identifiers.org/aop/151; https://identifiers.org/aop/131; https://identifiers.org/aop/150; https://identifiers.org/aop/151; https://identifiers.org/aop/310; https://identifiers.org/aop/415; https://identifiers.org/aop/416; https://identifiers.org/aop/417; https://identifiers.org/aop/419; https://identifiers.org/aop/439; https://identifiers.org/aop/455; https://identifiers.org/aop/456; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/494; https://identifiers.org/aop/57; https://identifiers.org/aop/41; https://identifiers.org/aop/495; https://identifiers.org/aop/41; https://identifiers.org/aop/41; https://identifiers.org/aop/318; https://identifiers.org/aop/34; https://identifiers.org/aop/517; https://identifiers.org/aop/518; https://identifiers.org/aop/57
ENSG00000106633	https://identifiers.org/aop.events/264	https://identifiers.org/aop/34
ENSG00000106804	https://identifiers.org/aop.events/1634	https://identifiers.org/aop/296; https://identifiers.org/aop/299; https://identifiers.org/aop/311; https://identifiers.org/aop/478
ENSG00000107201	https://identifiers.org/aop.events/2180; https://identifiers.org/aop.events/1825; https://identifiers.org/aop.events/1901	https://identifiers.org/aop/506; https://identifiers.org/aop/287; https://identifiers.org/aop/291; https://identifiers.org/aop/368; https://identifiers.org/aop/377; https://identifiers.org/aop/410; https://identifiers.org/aop/464; https://identifiers.org/aop/468; https://identifiers.org/aop/482; https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/430; https://identifiers.org/aop/468
ENSG00000107404	https://identifiers.org/aop.events/1394	https://identifiers.org/aop/220
ENSG00000107485	https://identifiers.org/aop.events/1193; https://identifiers.org/aop.events/1711; https://identifiers.org/aop.events/1712	https://identifiers.org/aop/200; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/314; https://identifiers.org/aop/314
ENSG00000107518	https://identifiers.org/aop.events/1549; https://identifiers.org/aop.events/2090; https://identifiers.org/aop.events/2089; https://identifiers.org/aop.events/889	https://identifiers.org/aop/273; https://identifiers.org/aop/278; https://identifiers.org/aop/285; https://identifiers.org/aop/482; https://identifiers.org/aop/482; https://identifiers.org/aop/273; https://identifiers.org/aop/3
ENSG00000107593	https://identifiers.org/aop.events/1907	https://identifiers.org/aop/424
ENSG00000107643	https://identifiers.org/aop.events/1513; https://identifiers.org/aop.events/1394	https://identifiers.org/aop/260; https://identifiers.org/aop/505; https://identifiers.org/aop/513; https://identifiers.org/aop/220
ENSG00000107984	https://identifiers.org/aop.events/1394	https://identifiers.org/aop/220
ENSG00000108091	https://identifiers.org/aop.events/1262; https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	https://identifiers.org/aop/205; https://identifiers.org/aop/207; https://identifiers.org/aop/212; https://identifiers.org/aop/285; https://identifiers.org/aop/419; https://identifiers.org/aop/439; https://identifiers.org/aop/441; https://identifiers.org/aop/452; https://identifiers.org/aop/460; https://identifiers.org/aop/476; https://identifiers.org/aop/491; https://identifiers.org/aop/500; https://identifiers.org/aop/502; https://identifiers.org/aop/212; https://identifiers.org/aop/274; https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/212; https://identifiers.org/aop/275
ENSG00000108344	https://identifiers.org/aop.events/814	https://identifiers.org/aop/128; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/377; https://identifiers.org/aop/437; https://identifiers.org/aop/447
ENSG00000108379	https://identifiers.org/aop.events/1754	https://identifiers.org/aop/298
ENSG00000108576	https://identifiers.org/aop.events/619	https://identifiers.org/aop/195; https://identifiers.org/aop/203; https://identifiers.org/aop/204; https://identifiers.org/aop/97; https://identifiers.org/aop/98
ENSG00000108578	https://identifiers.org/aop.events/889	https://identifiers.org/aop/273; https://identifiers.org/aop/3
ENSG00000108654	https://identifiers.org/aop.events/1980	https://identifiers.org/aop/443
ENSG00000108691	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/2090; https://identifiers.org/aop.events/1496; https://identifiers.org/aop.events/2097; https://identifiers.org/aop.events/265; https://identifiers.org/aop.events/87; https://identifiers.org/aop.events/1492	https://identifiers.org/aop/144; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/377; https://identifiers.org/aop/38; https://identifiers.org/aop/432; https://identifiers.org/aop/470; https://identifiers.org/aop/482; https://identifiers.org/aop/173; https://identifiers.org/aop/237; https://identifiers.org/aop/319; https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/382; https://identifiers.org/aop/39; https://identifiers.org/aop/392; https://identifiers.org/aop/409; https://identifiers.org/aop/451; https://identifiers.org/aop/468; https://identifiers.org/aop/483; https://identifiers.org/aop/144; https://identifiers.org/aop/38; https://identifiers.org/aop/494; https://identifiers.org/aop/27; https://identifiers.org/aop/303; https://identifiers.org/aop/377; https://identifiers.org/aop/412; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/38; https://identifiers.org/aop/483
ENSG00000108771	https://identifiers.org/aop.events/1901	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/430; https://identifiers.org/aop/468
ENSG00000108784	https://identifiers.org/aop.events/814	https://identifiers.org/aop/128; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/377; https://identifiers.org/aop/437; https://identifiers.org/aop/447
ENSG00000108823	https://identifiers.org/aop.events/1392; https://identifiers.org/aop.events/898; https://identifiers.org/aop.events/1845; https://identifiers.org/aop.events/1885	https://identifiers.org/aop/17; https://identifiers.org/aop/220; https://identifiers.org/aop/284; https://identifiers.org/aop/377; https://identifiers.org/aop/411; https://identifiers.org/aop/424; https://identifiers.org/aop/425; https://identifiers.org/aop/429; https://identifiers.org/aop/452; https://identifiers.org/aop/464; https://identifiers.org/aop/470; https://identifiers.org/aop/478; https://identifiers.org/aop/479; https://identifiers.org/aop/481; https://identifiers.org/aop/482; https://identifiers.org/aop/483; https://identifiers.org/aop/505; https://identifiers.org/aop/521; https://identifiers.org/aop/144; https://identifiers.org/aop/257; https://identifiers.org/aop/530; https://identifiers.org/aop/379; https://identifiers.org/aop/399
ENSG00000109320	https://identifiers.org/aop.events/1394; https://identifiers.org/aop.events/1867; https://identifiers.org/aop.events/1262; https://identifiers.org/aop.events/1869	https://identifiers.org/aop/220; https://identifiers.org/aop/392; https://identifiers.org/aop/205; https://identifiers.org/aop/207; https://identifiers.org/aop/212; https://identifiers.org/aop/285; https://identifiers.org/aop/419; https://identifiers.org/aop/439; https://identifiers.org/aop/441; https://identifiers.org/aop/452; https://identifiers.org/aop/460; https://identifiers.org/aop/476; https://identifiers.org/aop/491; https://identifiers.org/aop/500; https://identifiers.org/aop/502; https://identifiers.org/aop/377; https://identifiers.org/aop/379; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/488
ENSG00000109321	https://identifiers.org/aop.events/941	https://identifiers.org/aop/148
ENSG00000109471	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/1202; https://identifiers.org/aop.events/984; https://identifiers.org/aop.events/981; https://identifiers.org/aop.events/1496; https://identifiers.org/aop.events/1719; https://identifiers.org/aop.events/1717	https://identifiers.org/aop/144; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/377; https://identifiers.org/aop/38; https://identifiers.org/aop/432; https://identifiers.org/aop/470; https://identifiers.org/aop/154; https://identifiers.org/aop/154; https://identifiers.org/aop/277; https://identifiers.org/aop/154; https://identifiers.org/aop/173; https://identifiers.org/aop/237; https://identifiers.org/aop/319; https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/382; https://identifiers.org/aop/39; https://identifiers.org/aop/392; https://identifiers.org/aop/409; https://identifiers.org/aop/451; https://identifiers.org/aop/468; https://identifiers.org/aop/315; https://identifiers.org/aop/315
ENSG00000110057	https://identifiers.org/aop.events/1706	https://identifiers.org/aop/313
ENSG00000110080	https://identifiers.org/aop.events/264	https://identifiers.org/aop/34
ENSG00000110092	https://identifiers.org/aop.events/1980; https://identifiers.org/aop.events/1394; https://identifiers.org/aop.events/2040	https://identifiers.org/aop/443; https://identifiers.org/aop/220; https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502
ENSG00000110330	https://identifiers.org/aop.events/709	https://identifiers.org/aop/105; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/437
ENSG00000110400	https://identifiers.org/aop.events/1495; https://identifiers.org/aop.events/1700	https://identifiers.org/aop/173; https://identifiers.org/aop/237; https://identifiers.org/aop/451; https://identifiers.org/aop/277
ENSG00000110427	https://identifiers.org/aop.events/870; https://identifiers.org/aop.events/79; https://identifiers.org/aop.events/2202; https://identifiers.org/aop.events/1461; https://identifiers.org/aop.events/1505; https://identifiers.org/aop.events/155	https://identifiers.org/aop/136; https://identifiers.org/aop/272; https://identifiers.org/aop/303; https://identifiers.org/aop/409; https://identifiers.org/aop/432; https://identifiers.org/aop/451; https://identifiers.org/aop/478; https://identifiers.org/aop/100; https://identifiers.org/aop/101; https://identifiers.org/aop/102; https://identifiers.org/aop/103; https://identifiers.org/aop/28; https://identifiers.org/aop/63; https://identifiers.org/aop/520; https://identifiers.org/aop/523; https://identifiers.org/aop/202; https://identifiers.org/aop/330; https://identifiers.org/aop/331; https://identifiers.org/aop/338; https://identifiers.org/aop/339; https://identifiers.org/aop/212; https://identifiers.org/aop/396; https://identifiers.org/aop/139; https://identifiers.org/aop/141; https://identifiers.org/aop/15; https://identifiers.org/aop/272; https://identifiers.org/aop/296; https://identifiers.org/aop/322; https://identifiers.org/aop/397; https://identifiers.org/aop/432; https://identifiers.org/aop/443; https://identifiers.org/aop/478
ENSG00000110436	https://identifiers.org/aop.events/1488	https://identifiers.org/aop/17
ENSG00000110492	https://identifiers.org/aop.events/1710	https://identifiers.org/aop/314
ENSG00000110711	https://identifiers.org/aop.events/18	https://identifiers.org/aop/131; https://identifiers.org/aop/150; https://identifiers.org/aop/151; https://identifiers.org/aop/310; https://identifiers.org/aop/415; https://identifiers.org/aop/416; https://identifiers.org/aop/417; https://identifiers.org/aop/419; https://identifiers.org/aop/439; https://identifiers.org/aop/455; https://identifiers.org/aop/456; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/494; https://identifiers.org/aop/57
ENSG00000110719	https://identifiers.org/aop.events/1543	https://identifiers.org/aop/273
ENSG00000110801	https://identifiers.org/aop.events/944; https://identifiers.org/aop.events/18	https://identifiers.org/aop/150; https://identifiers.org/aop/151; https://identifiers.org/aop/310; https://identifiers.org/aop/455; https://identifiers.org/aop/456; https://identifiers.org/aop/131; https://identifiers.org/aop/150; https://identifiers.org/aop/151; https://identifiers.org/aop/310; https://identifiers.org/aop/415; https://identifiers.org/aop/416; https://identifiers.org/aop/417; https://identifiers.org/aop/419; https://identifiers.org/aop/439; https://identifiers.org/aop/455; https://identifiers.org/aop/456; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/494; https://identifiers.org/aop/57
ENSG00000110876	https://identifiers.org/aop.events/1857	https://identifiers.org/aop/377; https://identifiers.org/aop/412
ENSG00000110911	https://identifiers.org/aop.events/177; https://identifiers.org/aop.events/814	https://identifiers.org/aop/130; https://identifiers.org/aop/144; https://identifiers.org/aop/178; https://identifiers.org/aop/200; https://identifiers.org/aop/205; https://identifiers.org/aop/207; https://identifiers.org/aop/256; https://identifiers.org/aop/258; https://identifiers.org/aop/273; https://identifiers.org/aop/3; https://identifiers.org/aop/324; https://identifiers.org/aop/325; https://identifiers.org/aop/326; https://identifiers.org/aop/335; https://identifiers.org/aop/34; https://identifiers.org/aop/362; https://identifiers.org/aop/377; https://identifiers.org/aop/423; https://identifiers.org/aop/437; https://identifiers.org/aop/447; https://identifiers.org/aop/464; https://identifiers.org/aop/476; https://identifiers.org/aop/479; https://identifiers.org/aop/48; https://identifiers.org/aop/480; https://identifiers.org/aop/481; https://identifiers.org/aop/497; https://identifiers.org/aop/500; https://identifiers.org/aop/509; https://identifiers.org/aop/511; https://identifiers.org/aop/530; https://identifiers.org/aop/77; https://identifiers.org/aop/78; https://identifiers.org/aop/79; https://identifiers.org/aop/80; https://identifiers.org/aop/87; https://identifiers.org/aop/128; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/377; https://identifiers.org/aop/437; https://identifiers.org/aop/447
ENSG00000110921	https://identifiers.org/aop.events/1710	https://identifiers.org/aop/314
ENSG00000110944	https://identifiers.org/aop.events/1708; https://identifiers.org/aop.events/1709; https://identifiers.org/aop.events/1707	https://identifiers.org/aop/313; https://identifiers.org/aop/377; https://identifiers.org/aop/313; https://identifiers.org/aop/313
ENSG00000110958	https://identifiers.org/aop.events/18	https://identifiers.org/aop/131; https://identifiers.org/aop/150; https://identifiers.org/aop/151; https://identifiers.org/aop/310; https://identifiers.org/aop/415; https://identifiers.org/aop/416; https://identifiers.org/aop/417; https://identifiers.org/aop/419; https://identifiers.org/aop/439; https://identifiers.org/aop/455; https://identifiers.org/aop/456; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/494; https://identifiers.org/aop/57
ENSG00000111087	https://identifiers.org/aop.events/2027; https://identifiers.org/aop.events/2044; https://identifiers.org/aop.events/2028; https://identifiers.org/aop.events/2040; https://identifiers.org/aop.events/2043	https://identifiers.org/aop/460; https://identifiers.org/aop/460; https://identifiers.org/aop/460; https://identifiers.org/aop/502; https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502; https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502
ENSG00000111145	https://identifiers.org/aop.events/1848	https://identifiers.org/aop/320; https://identifiers.org/aop/377
ENSG00000111186	https://identifiers.org/aop.events/1754	https://identifiers.org/aop/298
ENSG00000111206	https://identifiers.org/aop.events/1394	https://identifiers.org/aop/220
ENSG00000111424	https://identifiers.org/aop.events/1854	https://identifiers.org/aop/319
ENSG00000111537	https://identifiers.org/aop.events/1709	https://identifiers.org/aop/313
ENSG00000111700	https://identifiers.org/aop.events/960	https://identifiers.org/aop/152
ENSG00000111846	https://identifiers.org/aop.events/2180; https://identifiers.org/aop.events/2158; https://identifiers.org/aop.events/177; https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/2083; https://identifiers.org/aop.events/944; https://identifiers.org/aop.events/1392; https://identifiers.org/aop.events/1866; https://identifiers.org/aop.events/1854; https://identifiers.org/aop.events/888; https://identifiers.org/aop.events/1867; https://identifiers.org/aop.events/1116; https://identifiers.org/aop.events/18; https://identifiers.org/aop.events/1592; https://identifiers.org/aop.events/383; https://identifiers.org/aop.events/709; https://identifiers.org/aop.events/656; https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/51; https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/1252; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1738; https://identifiers.org/aop.events/1458; https://identifiers.org/aop.events/112; https://identifiers.org/aop.events/2118; https://identifiers.org/aop.events/167; https://identifiers.org/aop.events/1542; https://identifiers.org/aop.events/265; https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1904; https://identifiers.org/aop.events/1002; https://identifiers.org/aop.events/858; https://identifiers.org/aop.events/1009; https://identifiers.org/aop.events/1718; https://identifiers.org/aop.events/1214; https://identifiers.org/aop.events/1243; https://identifiers.org/aop.events/584	https://identifiers.org/aop/506; https://identifiers.org/aop/506; https://identifiers.org/aop/130; https://identifiers.org/aop/144; https://identifiers.org/aop/178; https://identifiers.org/aop/200; https://identifiers.org/aop/205; https://identifiers.org/aop/207; https://identifiers.org/aop/256; https://identifiers.org/aop/258; https://identifiers.org/aop/273; https://identifiers.org/aop/3; https://identifiers.org/aop/324; https://identifiers.org/aop/325; https://identifiers.org/aop/326; https://identifiers.org/aop/335; https://identifiers.org/aop/34; https://identifiers.org/aop/362; https://identifiers.org/aop/377; https://identifiers.org/aop/423; https://identifiers.org/aop/437; https://identifiers.org/aop/447; https://identifiers.org/aop/464; https://identifiers.org/aop/476; https://identifiers.org/aop/479; https://identifiers.org/aop/48; https://identifiers.org/aop/480; https://identifiers.org/aop/481; https://identifiers.org/aop/497; https://identifiers.org/aop/500; https://identifiers.org/aop/509; https://identifiers.org/aop/511; https://identifiers.org/aop/530; https://identifiers.org/aop/77; https://identifiers.org/aop/78; https://identifiers.org/aop/79; https://identifiers.org/aop/80; https://identifiers.org/aop/87; https://identifiers.org/aop/144; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/377; https://identifiers.org/aop/38; https://identifiers.org/aop/432; https://identifiers.org/aop/470; https://identifiers.org/aop/478; https://identifiers.org/aop/150; https://identifiers.org/aop/151; https://identifiers.org/aop/310; https://identifiers.org/aop/455; https://identifiers.org/aop/456; https://identifiers.org/aop/17; https://identifiers.org/aop/220; https://identifiers.org/aop/284; https://identifiers.org/aop/377; https://identifiers.org/aop/411; https://identifiers.org/aop/424; https://identifiers.org/aop/425; https://identifiers.org/aop/429; https://identifiers.org/aop/452; https://identifiers.org/aop/464; https://identifiers.org/aop/470; https://identifiers.org/aop/478; https://identifiers.org/aop/479; https://identifiers.org/aop/481; https://identifiers.org/aop/482; https://identifiers.org/aop/483; https://identifiers.org/aop/505; https://identifiers.org/aop/521; https://identifiers.org/aop/392; https://identifiers.org/aop/319; https://identifiers.org/aop/273; https://identifiers.org/aop/276; https://identifiers.org/aop/3; https://identifiers.org/aop/392; https://identifiers.org/aop/189; https://identifiers.org/aop/190; https://identifiers.org/aop/131; https://identifiers.org/aop/150; https://identifiers.org/aop/151; https://identifiers.org/aop/310; https://identifiers.org/aop/415; https://identifiers.org/aop/416; https://identifiers.org/aop/417; https://identifiers.org/aop/419; https://identifiers.org/aop/439; https://identifiers.org/aop/455; https://identifiers.org/aop/456; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/494; https://identifiers.org/aop/57; https://identifiers.org/aop/282; https://identifiers.org/aop/13; https://identifiers.org/aop/105; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/437; https://identifiers.org/aop/526; https://identifiers.org/aop/527; https://identifiers.org/aop/66; https://identifiers.org/aop/67; https://identifiers.org/aop/68; https://identifiers.org/aop/152; https://identifiers.org/aop/26; https://identifiers.org/aop/152; https://identifiers.org/aop/202; https://identifiers.org/aop/377; https://identifiers.org/aop/392; https://identifiers.org/aop/406; https://identifiers.org/aop/468; https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/395; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/426; https://identifiers.org/aop/430; https://identifiers.org/aop/468; https://identifiers.org/aop/173; https://identifiers.org/aop/241; https://identifiers.org/aop/347; https://identifiers.org/aop/481; https://identifiers.org/aop/30; https://identifiers.org/aop/443; https://identifiers.org/aop/522; https://identifiers.org/aop/457; https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/58; https://identifiers.org/aop/273; https://identifiers.org/aop/286; https://identifiers.org/aop/287; https://identifiers.org/aop/144; https://identifiers.org/aop/38; https://identifiers.org/aop/494; https://identifiers.org/aop/212; https://identifiers.org/aop/274; https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/410; https://identifiers.org/aop/155; https://identifiers.org/aop/156; https://identifiers.org/aop/190; https://identifiers.org/aop/6; https://identifiers.org/aop/157; https://identifiers.org/aop/158; https://identifiers.org/aop/189; https://identifiers.org/aop/315; https://identifiers.org/aop/107; https://identifiers.org/aop/77; https://identifiers.org/aop/87; https://identifiers.org/aop/88; https://identifiers.org/aop/89; https://identifiers.org/aop/91; https://identifiers.org/aop/93; https://identifiers.org/aop/94
ENSG00000112062	https://identifiers.org/aop.events/1854; https://identifiers.org/aop.events/398	https://identifiers.org/aop/319; https://identifiers.org/aop/39; https://identifiers.org/aop/40
ENSG00000112115	https://identifiers.org/aop.events/1708; https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/1202; https://identifiers.org/aop.events/1709; https://identifiers.org/aop.events/1496	https://identifiers.org/aop/313; https://identifiers.org/aop/377; https://identifiers.org/aop/144; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/377; https://identifiers.org/aop/38; https://identifiers.org/aop/432; https://identifiers.org/aop/470; https://identifiers.org/aop/154; https://identifiers.org/aop/313; https://identifiers.org/aop/173; https://identifiers.org/aop/237; https://identifiers.org/aop/319; https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/382; https://identifiers.org/aop/39; https://identifiers.org/aop/392; https://identifiers.org/aop/409; https://identifiers.org/aop/451; https://identifiers.org/aop/468
ENSG00000112149	https://identifiers.org/aop.events/1822	https://identifiers.org/aop/313
ENSG00000112394	https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/961	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/162; https://identifiers.org/aop/194; https://identifiers.org/aop/366; https://identifiers.org/aop/367; https://identifiers.org/aop/458; https://identifiers.org/aop/8
ENSG00000112473	https://identifiers.org/aop.events/861	https://identifiers.org/aop/6
