"CNVassociated","disgenet_curated","Ensembl","Entrez_gene","fromDisGeNET","fromPublication","fromWikiPathways","gdascore","gLayCluster","HGNCsymbol","name","name.copy","PathwayID","Publication.doi","selected","shared name","snpID","WPNodeID","WPNodeIDType"
"1",,"ENSG00000133794",,,,"1",,"166","ARNTL","ARNTL, BMAL1","ARNTL, BMAL1;ENSG00000133794","WP4657",,"false","ARNTL, BMAL1",,"ENSG00000133794","ensembl"
"1",,"ENSG00000156222",,,,"1",,"260","SLC28A1","SLC28A1","SLC28A1","WP5408",,"false","SLC28A1",,"ENSG00000156222","ensembl"
"1",,"ENSG00000164690",,,,"1",,"171","SHH","SHH","SHH","WP4657",,"false","SHH",,"ENSG00000164690","ensembl"
,"PSYGENET","ENSG00000184984","1133","1",,,"0.31","164","CHRM5","CHRM5","CHRM5",,,"false","CHRM5",,,
,"CTD_human","ENSG00000198822","2913","1",,,"0.5","164","GRM3","GRM3","GRM3",,,"false","GRM3",,,
,"PSYGENET","ENSG00000112333","7101","1",,,"0.32","261","NR2E1","NR2E1","NR2E1",,,"false","NR2E1",,,
"1",,"ENSG00000122378",,,,"1",,"262","PRXL2A","PRXL2A","ENSG00000122378;PRXL2A","WP5402",,"false","PRXL2A",,"ENSG00000122378","ensembl"
,"PSYGENET","ENSG00000136099","5100","1",,,"0.31","263","PCDH8","PCDH8","PCDH8",,,"false","PCDH8",,,
,,"ENSG00000197136",,,"1",,,"264","PCNX3","PCNXL3","PCNXL3",,"10.1038/s41586-022-04434-5","false","PCNXL3","rs58950470",,
"1",,"ENSG00000187726",,,,"1",,"265","DNAJB13","DNAJB13","DNAJB13","WP5402",,"false","DNAJB13",,"ENSG00000187726","ensembl"
"1",,"ENSG00000106635",,,,"1",,"190","BCL7B","BCL7B","BCL7B;ENSG00000106635","WP4932",,"false","BCL7B",,"ENSG00000106635","ensembl"
"1",,"ENSG00000186575",,,,"1",,"266","NF2","NF2","ENSG00000186575;NF2","WP4906",,"false","NF2",,"ENSG00000186575","ensembl"
,"PSYGENET","ENSG00000113302","3593","1",,,"0.31","267","IL12B","IL12B","IL12B",,,"false","IL12B",,,
,"PSYGENET","ENSG00000140505","1544","1",,,"0.4","170","CYP1A2","CYP1A2","CYP1A2",,,"false","CYP1A2",,,
,"PSYGENET","ENSG00000111674","2026","1",,,"0.32","170","ENO2","ENO2","ENO2",,,"false","ENO2",,,
,,"ENSG00000120948",,,,"1",,"166","TARDBP","TARDBP","TARDBP","WP3584",,"false","TARDBP",,"ENSG00000120948","ensembl"
,"PSYGENET","ENSG00000164687","2171","1",,,"0.32","268","FABP5","FABP5","FABP5",,,"false","FABP5",,,
"1","PSYGENET","ENSG00000116128","607","1",,"1","0.43","166","BCL9","BCL9","BCL9","WP4905",,"false","BCL9",,"ENSG00000116128","ensembl"
,"CTD_human","ENSG00000185926","119749","1",,,"0.3","269","OR4C46","OR4C46","OR4C46",,,"false","OR4C46",,,
,"PSYGENET","ENSG00000166343","118490","1",,,"0.31","270","MSS51","MSS51","MSS51",,,"false","MSS51",,,
,,"ENSG00000184903",,,"1",,,"271","IMMP2L","IMMP2L","IMMP2L",,"10.1038/s41586-022-04434-5","false","IMMP2L","rs38752",,
,"PSYGENET","ENSG00000100099","89781","1",,,"0.32","176","HPS4","HPS4","HPS4",,,"false","HPS4",,,
,,"ENSG00000065978",,,,"1",,"166","YBX1","YB1","ENSG00000065978;YB1","WP3584",,"false","YB1",,"ENSG00000065978","ensembl"
"1",,"ENSG00000206203",,,,"1",,"272","TSSK2","TSSK2","TSSK2","WP4657",,"false","TSSK2",,"ENSG00000206203","ensembl"
,"PSYGENET","ENSG00000128271","135","1",,"1","0.37","164","ADORA2A","ADORA2A","ADORA2A","WP4222",,"false","ADORA2A",,"ENSG00000128271","ensembl"
,"PSYGENET","ENSG00000144355","1745","1",,,"0.31","273","DLX1","DLX1","DLX1",,,"false","DLX1",,,
"1","PSYGENET","ENSG00000198911","6721","1",,"1","0.34","166","SREBF2","SREBF2;SREBF2, SREBP2, nSREBP2","SREBF2","WP4657",,"false","SREBF2;SREBF2, SREBP2, nSREBP2",,"ENSG00000198911","ensembl"
,,"ENSG00000078328",,,,"1",,"166","RBFOX1","RBFOX1","RBFOX1","WP3584",,"false","RBFOX1",,"ENSG00000078328","ensembl"
,"PSYGENET","ENSG00000164309","202333","1",,,"0.37","274","CMYA5","CMYA5","CMYA5",,,"false","CMYA5",,,
,"CTD_human","ENSG00000136450","6426","1",,,"0.32","166","SRSF1","SRSF1","SRSF1",,,"false","SRSF1",,,
"1",,"ENSG00000160188",,,,"1",,"198","RSPH1","RSPH1","RSPH1","WP5402",,"false","RSPH1",,"ENSG00000160188","ensembl"
,"PSYGENET","ENSG00000134852","9575","1",,,"0.37","166","CLOCK","CLOCK","CLOCK",,,"false","CLOCK",,,
"1",,"ENSG00000107831",,,,"1",,"171","FGF8","FGF8","ENSG00000107831;FGF8","WP4657",,"false","FGF8",,"ENSG00000107831","ensembl"
,,"ENSG00000160191",,,,"1",,"275","PDE9A","PDE9A","PDE9A","WP4222",,"false","PDE9A",,"ENSG00000160191","ensembl"
,"PSYGENET","ENSG00000156515","3098","1",,,"0.34","276","HK1","HK1","HK1",,,"false","HK1",,,
,"PSYGENET","ENSG00000007168","5048","1",,,"0.33","176","PAFAH1B1","PAFAH1B1","PAFAH1B1",,,"false","PAFAH1B1",,,
,"PSYGENET","ENSG00000165970","9152","1",,,"0.32","277","SLC6A5","SLC6A5","SLC6A5",,,"false","SLC6A5",,,
"1",,"ENSG00000165887",,,,"1",,"278","ANKRD2","ANKRD2","ANKRD2;ENSG00000165887","WP5407",,"false","ANKRD2",,"ENSG00000165887","ensembl"
,"PSYGENET","ENSG00000160307","6285","1",,,"0.4","196","S100B","S100B","S100B",,,"false","S100B",,,
,"PSYGENET","ENSG00000118058","4297","1",,,"0.33","167","KMT2A","KMT2A","KMT2A",,,"false","KMT2A",,,
"1",,"ENSG00000073417",,,,"1",,"176","PDE8A","PDE8A","ENSG00000073417;PDE8A","WP4222, WP5408",,"false","PDE8A",,"ENSG00000073417","ensembl"
,"PSYGENET","ENSG00000198959","7052","1",,,"0.33","279","TGM2","TGM2","TGM2",,,"false","TGM2",,,
"1",,"ENSG00000205883",,,,"1",,"280","DEFB135","DEFB135","DEFB135","WP5346",,"false","DEFB135",,"ENSG00000205883","ensembl"
,,"ENSG00000140564",,,"1",,,"281","FURIN","FURIN","FURIN",,"10.1038/s41586-022-04434-5","false","FURIN","rs4702",,
,"PSYGENET","ENSG00000106258","1577","1",,,"0.32","170","CYP3A5","CYP3A5","CYP3A5",,,"false","CYP3A5",,,
,"CTD_human","ENSG00000101188","4923","1",,,"0.32","164","NTSR1","NTSR1","NTSR1",,,"false","NTSR1",,,
"1",,"ENSG00000263155",,,,"1",,"282","MYZAP","MYZAP","ENSG00000263155;MYZAP","WP5407",,"false","MYZAP",,"ENSG00000263155","ensembl"
,"PSYGENET","ENSG00000111537","3458","1",,,"0.4","171","IFNG","IFNG","IFNG",,,"false","IFNG",,,
,"CTD_human","ENSG00000196569","3908","1",,,"0.3","164","LAMA2","LAMA2","LAMA2",,,"false","LAMA2",,,
,"PSYGENET","ENSG00000104327","793","1",,,"0.33","170","CALB1","CALB1","CALB1",,,"false","CALB1",,,
,"CTD_human","ENSG00000006128","6863","1",,,"0.31","164","TAC1","TAC1","TAC1",,,"false","TAC1",,,
,,"ENSG00000155897",,,,"1",,"164","ADCY8","ADCY8","ADCY8","WP4222",,"false","ADCY8",,"ENSG00000155897","ensembl"
"1","PSYGENET","ENSG00000241973","5297","1",,"1","0.33","171","PI4KA","PI4KA","PI4KA","WP4657",,"false","PI4KA",,"ENSG00000241973","ensembl"
,"PSYGENET","ENSG00000118946","27253","1",,,"0.41","283","PCDH17","PCDH17","PCDH17",,,"false","PCDH17",,,
"1","PSYGENET","ENSG00000155511","2890","1",,"1","0.5","164","GRIA1","AMPA, GRIA1;GRIA1","GRIA1","WP3584, WP4222, WP4906, WP5398",,"false","AMPA, GRIA1;GRIA1",,"ENSG00000155511","ensembl"
,"PSYGENET","ENSG00000089199","1114","1",,,"0.34","170","CHGB","CHGB","CHGB",,,"false","CHGB",,,
"1",,"ENSG00000131697",,,,"1",,"245","NPHP4","NPHP4","NPHP4","WP5399",,"false","NPHP4",,"ENSG00000131697","ensembl"
,"PSYGENET","ENSG00000158985","56990","1",,,"0.32","171","CDC42SE2","CDC42SE2","CDC42SE2",,,"false","CDC42SE2",,,
"1",,"ENSG00000205884",,,,"1",,"284","DEFB136","DEFB136","DEFB136;ENSG00000205884","WP5346",,"false","DEFB136",,"ENSG00000205884","ensembl"
"1",,"ENSG00000188763",,,,"1",,"285","FZD9","FZD9","ENSG00000188763;FZD9","WP4932",,"false","FZD9",,"ENSG00000188763","ensembl"
,"PSYGENET","ENSG00000117592","9588","1",,,"0.32","170","PRDX6","PRDX6","PRDX6",,,"false","PRDX6",,,
"1",,"ENSG00000166912",,,,"1",,"165","MTMR10","MTMR10","MTMR10","WP4942, WP5407",,"false","MTMR10",,"ENSG00000166912","ensembl"
"1",,"ENSG00000105989",,,,"1",,"285","WNT2","WNT2","ENSG00000105989;WNT2","WP4932",,"false","WNT2",,"ENSG00000105989","ensembl"
,"PSYGENET","ENSG00000112592","6908","1",,,"0.33","166","TBP","TBP","TBP",,,"false","TBP",,,
,"PSYGENET","ENSG00000145386","890","1",,,"0.3","166","CCNA2","CCNA2","CCNA2",,,"false","CCNA2",,,
"1",,"ENSG00000139112",,,,"1",,"166","GABARAPL1","GABARAPL1","GABARAPL1","WP5412",,"false","GABARAPL1",,"ENSG00000139112","ensembl"
,"CTD_human","ENSG00000157152","6854","1",,,"0.49","170","SYN2","SYN2","SYN2",,,"false","SYN2",,,
,"PSYGENET","ENSG00000177575","9332","1",,,"0.32","171","CD163","CD163","CD163",,,"false","CD163",,,
,"PSYGENET","ENSG00000113520","3565","1",,,"0.4","171","IL4","IL4","IL4",,,"false","IL4",,,
"1",,"ENSG00000198690",,,,"1",,"165","FAN1","FAN1","ENSG00000198690;FAN1","WP4942, WP5407",,"false","FAN1",,"ENSG00000198690","ensembl"
,"PSYGENET","ENSG00000113758","1627","1",,,"0.31","178","DBN1","DBN1","DBN1",,,"false","DBN1",,,
,"PSYGENET","ENSG00000173369","713","1",,,"0.31","286","C1QB","C1QB","C1QB",,,"false","C1QB",,,
"1",,"ENSG00000171044",,,,"1",,"287","XKR6","XKR6","XKR6","WP5346",,"false","XKR6",,"ENSG00000171044","ensembl"
"1",,"ENSG00000170142",,,,"1",,"288","UBE2E1","UBE2E1","ENSG00000170142;UBE2E1","WP4932",,"false","UBE2E1",,"ENSG00000170142","ensembl"
"1",,"ENSG00000278540",,,,"1",,"190","ACACA","ACACA","ACACA;ENSG00000278540","WP4932",,"false","ACACA",,"ENSG00000278540","ensembl"
"1",,"ENSG00000177710",,,,"1",,"289","SLC35G5","SLC35G5","SLC35G5","WP5346",,"false","SLC35G5",,"ENSG00000177710","ensembl"
"1",,"ENSG00000124788",,,,"1",,"166","ATXN1","ATXN1","ATXN1;ENSG00000124788","WP5406",,"false","ATXN1",,"ENSG00000124788","ensembl"
,"PSYGENET","ENSG00000116711","5321","1",,,"0.4","170","PLA2G4A","PLA2G4A","PLA2G4A",,,"false","PLA2G4A",,,
,"PSYGENET","ENSG00000147571","1392","1",,,"0.32","164","CRH","CRH","CRH",,,"false","CRH",,,
,"PSYGENET","ENSG00000073756","5743","1",,,"0.55","170","PTGS2","PTGS2","PTGS2",,,"false","PTGS2",,,
"1",,"ENSG00000167987",,,,"1",,"251","VPS37C","VPS37C","VPS37C","WP4932",,"false","VPS37C",,"ENSG00000167987","ensembl"
,"PSYGENET","ENSG00000141433","116","1",,,"0.4","164","ADCYAP1","ADCYAP1","ADCYAP1",,,"false","ADCYAP1",,,
"1",,"ENSG00000169704",,,,"1",,"188","GP9","CD42, GP9","CD42, GP9","WP4657",,"false","CD42, GP9",,"ENSG00000169704","ensembl"
,"PSYGENET","ENSG00000165521","161436","1",,,"0.41","290","EML5","EML5","EML5",,,"false","EML5",,,
,"PSYGENET","ENSG00000167306","4645","1",,,"0.31","291","MYO5B","MYO5B","MYO5B",,,"false","MYO5B",,,
,"PSYGENET","ENSG00000080503","6595","1",,,"0.35","190","SMARCA2","SMARCA2","SMARCA2",,,"false","SMARCA2",,,
,"PSYGENET","ENSG00000081479","4036","1",,,"0.32","171","LRP2","LRP2","LRP2",,,"false","LRP2",,,
"1",,"ENSG00000183597",,,,"1",,"292","TANGO2","TANGO2","TANGO2","WP4657",,"false","TANGO2",,"ENSG00000183597","ensembl"
,"PSYGENET","ENSG00000108953","7531","1",,,"0.45","166","YWHAE","YWHAE","YWHAE",,,"false","YWHAE",,,
,,"ENSG00000126453",,,"1",,,"293","BCL2L12","BCL2L12","BCL2L12",,"10.1038/s41586-022-04434-5","false","BCL2L12","rs2304205",,
,"PSYGENET","ENSG00000006534","221","1",,,"0.31","170","ALDH3B1","ALDH3B1","ALDH3B1",,,"false","ALDH3B1",,,
,"PSYGENET","ENSG00000159640","1636","1","1",,"0.4","294","ACE","ACE","ACE",,"10.1038/s41586-022-04434-5","false","ACE","rs6504163",,
"1",,"ENSG00000169398",,,,"1",,"171","PTK2","FAK, FAK (PTK2), PTK2","ENSG00000169398;FAK, FAK (PTK2), PTK2","WP5412",,"false","FAK, FAK (PTK2), PTK2",,"ENSG00000169398","ensembl"
,"PSYGENET","ENSG00000007372","5080","1",,,"0.33","166","PAX6","PAX6","PAX6",,,"false","PAX6",,,
,"PSYGENET","ENSG00000163032","7447","1",,,"0.33","295","VSNL1","VSNL1","VSNL1",,,"false","VSNL1",,,
,"PSYGENET","ENSG00000113658","4090","1",,,"0.32","215","SMAD5","SMAD5","SMAD5",,,"false","SMAD5",,,
"1","PSYGENET","ENSG00000099904","29801","1",,"1","0.6","296","ZDHHC8","ZDHHC8","ENSG00000099904;ZDHHC8;ZDHHC8","WP4657",,"false","ZDHHC8",,"ENSG00000099904","ensembl"
,,"ENSG00000095464",,,,"1",,"297","PDE6C","PDE6C","PDE6C","WP4222",,"false","PDE6C",,"ENSG00000095464","ensembl"
,,"ENSG00000074771",,,,"1",,"196","NOX3","NOX3","NOX3","WP408",,"false","NOX3",,"ENSG00000074771","ensembl"
,,"ENSG00000085788",,,"1",,,"298","DDHD2","DDHD2","DDHD2",,"10.1038/s41586-022-04434-5","false","DDHD2","rs7816998",,
,"PSYGENET","ENSG00000148180","2934","1",,,"0.32","171","GSN","GSN","GSN",,,"false","GSN",,,
"1",,"ENSG00000196924",,,,"1",,"164","FLNA","FLNA","FLNA","WP5399",,"false","FLNA",,"ENSG00000196924","ensembl"
,"CTD_human","ENSG00000205669","641372","1",,,"0.3","299","ACOT6","ACOT6","ACOT6",,,"false","ACOT6",,,
"1",,"ENSG00000100401",,,,"1",,"166","RANGAP1","RANGAP1","RANGAP1","WP4657",,"false","RANGAP1",,"ENSG00000100401","ensembl"
,"PSYGENET","ENSG00000163485","134","1",,,"0.31","300","ADORA1","ADORA1","ADORA1",,,"false","ADORA1",,,
,"PSYGENET","ENSG00000139287","121278","1",,,"0.4","170","TPH2","TPH2","TPH2",,,"false","TPH2",,,
,"PSYGENET","ENSG00000114988","81562","1",,,"0.31","301","LMAN2L","LMAN2L","LMAN2L",,,"false","LMAN2L",,,
"1",,"ENSG00000146648",,,,"1",,"171","EGFR","EGFR, ErbB-1","EGFR, ErbB-1;ENSG00000146648","WP4657",,"false","EGFR, ErbB-1",,"ENSG00000146648","ensembl"
,,"ENSG00000114790",,,,"1",,"302","ARHGEF26","ARHGEF26","ARHGEF26","WP3584",,"false","ARHGEF26",,"ENSG00000114790","ensembl"
"1",,"ENSG00000111875",,,,"1",,"167","ASF1A","ASF1A","ASF1A;ENSG00000111875","WP4657",,"false","ASF1A",,"ENSG00000111875","ensembl"
,"PSYGENET","ENSG00000177143","1068","1",,,"0.3","165","CETN1","CETN1","CETN1",,,"false","CETN1",,,
,"PSYGENET","ENSG00000055118","3757","1",,,"0.37","303","KCNH2","KCNH2","KCNH2",,,"false","KCNH2",,,
,"PSYGENET","ENSG00000112812","10279","1",,,"0.32","304","PRSS16","PRSS16","PRSS16",,,"false","PRSS16",,,
,"PSYGENET","ENSG00000187323","1630","1","1",,"0.43","171","DCC","DCC","DCC",,"10.1038/s41586-022-04434-5","false","DCC","rs4632195",,
,"PSYGENET","ENSG00000110076","9379","1",,"1","0.31","164","NRXN2","NRXN2","NRXN2","WP4875",,"false","NRXN2",,"9379","ncbigene"
"1",,"ENSG00000132646",,,,"1",,"166","PCNA","PCNA","ENSG00000132646;PCNA","WP4932",,"false","PCNA",,"ENSG00000132646","ensembl"
,"CTD_human","ENSG00000162946","27185","1",,,"0.6","176","DISC1","DISC1","DISC1",,,"false","DISC1",,,
"1",,"ENSG00000169594",,,,"1",,"305","BNC1","BNC1","BNC1","WP5408",,"false","BNC1",,"ENSG00000169594","ensembl"
,"PSYGENET","ENSG00000101405","5020","1",,,"0.33","164","OXT","OXT","OXT",,,"false","OXT",,,
,"CTD_human","ENSG00000176697","627","1",,"1","0.4","170","BDNF","BDNF;BDNF, mBDNF, proBDNF","BDNF","WP3584",,"false","BDNF;BDNF, mBDNF, proBDNF",,"ENSG00000176697","ensembl"
"1",,"ENSG00000215012",,,,"1",,"166","RTL10","RTL10","ENSG00000215012;RTL10","WP4657",,"false","RTL10",,"ENSG00000215012","ensembl"
"1","PSYGENET","ENSG00000102081","2332","1",,"1","0.4","166","FMR1","FMR1","ENSG00000102081;FMR1;FMR1","WP4875, WP4940",,"false","FMR1",,"ENSG00000102081","ensembl"
,"CTD_human","ENSG00000134121","10752","1",,,"0.36","306","CHL1","CHL1","CHL1",,,"false","CHL1",,,
"1",,"ENSG00000101400",,,,"1",,"164","SNTA1","SNTA1","SNTA1","WP5406",,"false","SNTA1",,"ENSG00000101400","ensembl"
,"PSYGENET","ENSG00000146469","7432","1",,,"0.33","164","VIP","VIP","VIP",,,"false","VIP",,,
,"PSYGENET","ENSG00000132718","23208","1",,,"0.32","170","SYT11","SYT11","SYT11",,,"false","SYT11",,,
"1",,"ENSG00000141027",,,,"1",,"166","NCOR1","NCOR1","ENSG00000141027;NCOR1","WP3584, WP4657",,"false","NCOR1",,"ENSG00000141027","ensembl"
,"PSYGENET","ENSG00000174697","3952","1",,,"0.4","166","LEP","LEP","LEP",,,"false","LEP",,,
,"PSYGENET","ENSG00000038002","175","1",,,"0.35","307","AGA","AGA","AGA",,,"false","AGA",,,
"1","PSYGENET","ENSG00000102882","5595","1","1","1","0.34","166","MAPK3","MAPK3","MAPK3","WP4875","10.1038/s41586-022-04434-5","false","MAPK3","rs9925915","5595","ensembl;ncbigene"
,"CTD_human","ENSG00000106018","7434","1",,,"0.39","164","VIPR2","VIPR2","VIPR2",,,"false","VIPR2",,,
,,"ENSG00000061918",,,,"1",,"164","GUCY1B1","GUCY1B1, GUCY1B3","GUCY1B1, GUCY1B3","WP4222",,"false","GUCY1B1, GUCY1B3",,"ENSG00000061918","ensembl"
,"PSYGENET","ENSG00000156642","27020","1",,,"0.32","308","NPTN","NPTN","NPTN",,,"false","NPTN",,,
,"CTD_human","ENSG00000089094","84678","1",,,"0.3","309","KDM2B","KDM2B","KDM2B",,,"false","KDM2B",,,
"1","CTD_human","ENSG00000105464","2906","1",,"1","0.34","164","GRIN2D","GRIN2D","GRIN2D","WP4222, WP4875, WP5398",,"false","GRIN2D",,"ENSG00000105464","ensembl"
,"CTD_human","ENSG00000158292","387509","1",,,"0.3","310","GPR153","GPR153","GPR153",,,"false","GPR153",,,
"1",,"ENSG00000114503",,,,"1",,"166","NCBP2","NCBP2","NCBP2","WP4906",,"false","NCBP2",,"ENSG00000114503","ensembl"
,"PSYGENET","ENSG00000165995","783","1",,,"0.43","164","CACNB2","CACNB2","CACNB2",,,"false","CACNB2",,,
,"PSYGENET","ENSG00000166736","3359","1",,,"0.38","173","HTR3A","HTR3A","HTR3A",,,"false","HTR3A",,,
,,"ENSG00000103037",,,"1",,,"166","SETD6","SETD6","SETD6",,"10.1038/s41586-022-04434-5","false","SETD6","rs154433",,
"1",,"ENSG00000205882",,,,"1",,"280","DEFB134","DEFB134","DEFB134","WP5346",,"false","DEFB134",,"ENSG00000205882","ensembl"
"1","PSYGENET","ENSG00000100056","8220","1",,"1","0.32","311","ESS2","ESS2","ENSG00000100056;ESS2;ESS2","WP4657",,"false","ESS2",,"ENSG00000100056","ensembl"
,"PSYGENET","ENSG00000153234","4929","1",,,"0.6","312","NR4A2","NR4A2","NR4A2",,,"false","NR4A2",,,
,,"ENSG00000101412",,,,"1",,"166","E2F1","E2F1","E2F1","WP3584",,"false","E2F1",,"ENSG00000101412","ensembl"
"1","PSYGENET","ENSG00000070831","998","1",,"1","0.35","171","CDC42","CDC42","CDC42;CDC42;ENSG00000070831","WP4657, WP5406",,"false","CDC42",,"ENSG00000070831","ensembl"
,"PSYGENET","ENSG00000242689","1270","1",,,"0.39","171","CNTF","CNTF","CNTF",,,"false","CNTF",,,
,"CTD_human","ENSG00000148680","3363","1",,,"0.37","164","HTR7","HTR7","HTR7",,,"false","HTR7",,,
"1",,"ENSG00000176371",,,,"1",,"313","ZSCAN2","ZSCAN2","ZSCAN2","WP5408",,"false","ZSCAN2",,"ENSG00000176371","ensembl"
,"CTD_human","ENSG00000164082","2912","1",,,"0.4","164","GRM2","GRM2","GRM2",,,"false","GRM2",,,
,"PSYGENET","ENSG00000184357","3009","1",,,"0.31","314","H1-5","H1-5","H1-5",,,"false","H1-5",,,
,"PSYGENET","ENSG00000198929","9722","1",,,"0.5","164","NOS1AP","NOS1AP","NOS1AP",,,"false","NOS1AP",,,
,"CTD_human","ENSG00000133048","1116","1",,,"0.5","315","CHI3L1","CHI3L1","CHI3L1",,,"false","CHI3L1",,,
"1",,"ENSG00000010671",,,,"1",,"171","BTK","BTK","BTK;ENSG00000010671","WP4932",,"false","BTK",,"ENSG00000010671","ensembl"
"1",,"ENSG00000128185",,,,"1",,"316","DGCR6L","DGCR6L","DGCR6L;ENSG00000128185","WP4657",,"false","DGCR6L",,"ENSG00000128185","ensembl"
"1","CTD_human","ENSG00000180370","5062","1",,"1","0.32","171","PAK2","PAK2","ENSG00000180370;PAK2;PAK2","WP4906",,"false","PAK2",,"ENSG00000180370","ensembl"
,"PSYGENET","ENSG00000178394","3350","1",,,"0.4","170","HTR1A","HTR1A","HTR1A",,,"false","HTR1A",,,
"1",,"ENSG00000108055",,,,"1",,"165","SMC3","SMC3","SMC3","WP3584, WP5402",,"false","SMC3",,"ENSG00000108055","ensembl"
"1",,"ENSG00000101654",,,,"1",,"166","RNMT","RNMT","ENSG00000101654;RNMT","WP5408",,"false","RNMT",,"ENSG00000101654","ensembl"
,"CTD_human","ENSG00000198886","4538","1",,,"0.3","195","MT-ND4","ND4","ND4",,,"false","ND4",,,
,,"ENSG00000185619",,,"1",,,"166","PCGF3","PCGF3","PCGF3",,"10.1038/s41586-022-04434-5","false","PCGF3","rs35734242",,
"1",,"ENSG00000213066",,,,"1",,"317","CEP43","FGFR1OP","ENSG00000213066;FGFR1OP","WP4906",,"false","FGFR1OP",,"ENSG00000213066","ensembl"
,"PSYGENET","ENSG00000149557","9638","1",,,"0.5","318","FEZ1","FEZ1","FEZ1",,,"false","FEZ1",,,
"1","PSYGENET","ENSG00000152822","2911","1","1","1","0.36","164","GRM1","GRM1","GRM1","WP4875, WP5408","10.1038/s41586-022-04434-5","false","GRM1","rs2206956","ENSG00000152822","ensembl"
,,"ENSG00000172260",,,"1",,,"319","NEGR1","NEGR1","NEGR1",,"10.1038/s41586-022-04434-5","false","NEGR1","rs1121296",,
,"PSYGENET","ENSG00000180720","1132","1",,,"0.36","320","CHRM4","CHRM4","CHRM4",,,"false","CHRM4",,,
,"CTD_human","ENSG00000145920","10814","1",,,"0.58","170","CPLX2","CPLX2","CPLX2",,,"false","CPLX2",,,
"1",,"ENSG00000159251",,,,"1",,"188","ACTC1","ACTC1","ACTC1;ENSG00000159251","WP4657",,"false","ACTC1",,"ENSG00000159251","ensembl"
,"PSYGENET","ENSG00000134107","8553","1",,,"0.3","166","BHLHE40","BHLHE40","BHLHE40",,,"false","BHLHE40",,,
,"PSYGENET","ENSG00000133636","4922","1",,,"0.37","164","NTS","NTS","NTS",,,"false","NTS",,,
"1",,"ENSG00000184436",,,,"1",,"321","THAP7","THAP7","ENSG00000184436;THAP7","WP4657",,"false","THAP7",,"ENSG00000184436","ensembl"
,"PSYGENET","ENSG00000153291","9481","1",,,"0.32","322","SLC25A27","SLC25A27","SLC25A27",,,"false","SLC25A27",,,
"1",,"ENSG00000112130",,,,"1",,"166","RNF8","RNF8","RNF8","WP4906",,"false","RNF8",,"ENSG00000112130","ensembl"
"1",,"ENSG00000143368",,,,"1",,"166","SF3B4","SF3B4","ENSG00000143368;SF3B4","WP5402",,"false","SF3B4",,"ENSG00000143368","ensembl"
,,"ENSG00000140443",,,,"1",,"171","IGF1R","IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor","ENSG00000140443;IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor","WP3584",,"false","IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor",,"ENSG00000140443","ensembl"
,"CTD_human","ENSG00000136244","3569","1",,,"0.4","171","IL6","IL6","IL6",,,"false","IL6",,,
"1","PSYGENET","ENSG00000034053","321","1",,"1","0.31","170","APBA2","APBA2","APBA2;APBA2;ENSG00000034053","WP5407",,"false","APBA2",,"ENSG00000034053","ensembl"
,"PSYGENET","ENSG00000160791","1234","1",,,"0.33","171","CCR5","CCR5","CCR5",,,"false","CCR5",,,
"1",,"ENSG00000132155",,,,"1",,"166","RAF1","CRAF, RAF, RAF1, Raf, Ras","CRAF, RAF, RAF1, Raf, Ras;ENSG00000132155","WP4657, WP5346, WP5408",,"false","CRAF, RAF, RAF1, Raf, Ras",,"ENSG00000132155","ensembl"
"1",,"ENSG00000103494",,,,"1",,"245","RPGRIP1L","RPGRIP1L","RPGRIP1L","WP5399",,"false","RPGRIP1L",,"ENSG00000103494","ensembl"
"1",,"ENSG00000090539",,,,"1",,"215","CHRD","CHRD","CHRD;ENSG00000090539","WP4657",,"false","CHRD",,"ENSG00000090539","ensembl"
,"PSYGENET","ENSG00000183117","64478","1","1",,"0.7","323","CSMD1","CSMD1","CSMD1",,"10.1038/s41586-022-04434-5","false","CSMD1","8:4180090_T_A",,
,"PSYGENET","ENSG00000140563","55784","1",,,"0.31","324","MCTP2","MCTP2","MCTP2",,,"false","MCTP2",,,
,"PSYGENET","ENSG00000166148","552","1",,,"0.52","164","AVPR1A","AVPR1A","AVPR1A",,,"false","AVPR1A",,,
"1",,"ENSG00000111445",,,,"1",,"165","RFC5","RFC5","ENSG00000111445;RFC5","WP4932",,"false","RFC5",,"ENSG00000111445","ensembl"
"1","CTD_human","ENSG00000141510","7157","1",,"1","0.39","166","TP53","P53, TP53, p53;TP53","TP53","WP4657, WP5412",,"false","P53, TP53, p53;TP53",,"ENSG00000141510","ensembl"
"1",,"ENSG00000005810",,,,"1",,"166","MYCBP2","MYCBP2","MYCBP2","WP4906",,"false","MYCBP2",,"ENSG00000005810","ensembl"
,"PSYGENET","ENSG00000064932","22904","1",,,"0.31","325","SBNO2","SBNO2","SBNO2",,,"false","SBNO2",,,
"1",,"ENSG00000085978",,,,"1",,"166","ATG16L1","ATG16L, ATG16L1","ATG16L, ATG16L1;ENSG00000085978","WP5412",,"false","ATG16L, ATG16L1",,"ENSG00000085978","ensembl"
