PathwayID	PathwayTitle	Identifier	name	Ensembl	NodeIDType	CNVassociated	NodeID
WP5408	15q25 copy number variation	ENSG00000135439	AGAP2	ENSG00000135439	ensembl	1	ENSG00000135439
WP5402	10q22q23 copy number variation	ENSG00000148671	ADIRF	ENSG00000148671	ensembl	1	ENSG00000148671
WP4932	7q11.23 copy number variation syndrome	P35659	DEK	ENSG00000124795	uniprot	1	P35659
WP5407	15q11q13 copy number variation	ENSG00000183153	GJD3	ENSG00000183153	ensembl	1	ENSG00000183153
WP4906	3q29 copy number variation syndrome	ENSG00000105697	HAMP, foetal HAMP?	ENSG00000105697	ensembl	1	ENSG00000105697
WP4906	3q29 copy number variation syndrome	2724385	Digoxin		pubchem.compound	1	2724385
WP5408	15q25 copy number variation	ENSG00000103723	AP3B2	ENSG00000103723	ensembl	1	ENSG00000103723
WP4222	Phosphodiesterases in neuronal function	ENSG00000155897	ADCY8	ENSG00000155897	ensembl	0	ENSG00000155897
WP2781	Signaling by ERBB4	P42229	STAT5A, p-STAT5A, p-Y649-STAT5A, p-Y694-STAT5A	ENSG00000126561	uniprot	0	P42229
WP4905	1q21.1 copy number variation syndrome	CHEBI:62837	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate		chebi	1	CHEBI:62837
WP5405	13q12 or CRYL1 copy number variation	172469	Cibacron blue		pubchem.compound	1	172469
WP3584	MECP2 and associated Rett syndrome	11318905	Trofinetide		pubchem.compound	0	11318905
WP2781	Signaling by ERBB4	R-HSA-1254403	ERBB4s80		reactome	0	R-HSA-1254403
WP3584	MECP2 and associated Rett syndrome	MIMAT0004568	hsa-miR-221-5p		mirbase.mature	0	MIMAT0004568
WP4657	22q11.2 copy number variation syndrome	ENSG00000099901	RANBP1	ENSG00000099901	ensembl	1	ENSG00000099901
WP5407	15q11q13 copy number variation	Q96MF7	NSMCE2	ENSG00000156831	uniprot	1	Q96MF7
WP4222, WP4932	7q11.23 copy number variation syndrome, Phosphodiesterases in neuronal function	ENSG00000185532	PRKG1	ENSG00000185532	ensembl	1	ENSG00000185532
WP4222	Phosphodiesterases in neuronal function	ENSG00000152402	GUCY1A2	ENSG00000152402	ensembl	0	ENSG00000152402
WP5346	8p23.1 copy number variation syndrome	ENSG00000147324	MFHAS1	ENSG00000147324	ensembl	1	ENSG00000147324
WP408	Oxidative stress response	5602	MAPK10	ENSG00000109339	ncbigene	0	5602
WP3584	MECP2 and associated Rett syndrome	MIMAT0000454	hsa-miR-184		mirbase.mature	0	MIMAT0000454
WP4906	3q29 copy number variation syndrome	ENSG00000201441	RNU6-646P	ENSG00000201441	ensembl	1	ENSG00000201441
WP2781	Signaling by ERBB4	R-HSA-1977955	ERBB4:ERBB3 heterodimer		reactome	0	R-HSA-1977955
WP5402	10q22q23 copy number variation	ENSG00000141385	AFG3L2	ENSG00000141385	ensembl	1	ENSG00000141385
WP5402	10q22q23 copy number variation	ENSG00000099994	SUSD2	ENSG00000099994	ensembl	1	ENSG00000099994
WP4657	22q11.2 copy number variation syndrome	ENSG00000260924	LINC01311	ENSG00000260924	ensembl	1	ENSG00000260924
WP3584	MECP2 and associated Rett syndrome	MIMAT0000278	hsa-miR-221-3p		mirbase.mature	0	MIMAT0000278
WP4932	7q11.23 copy number variation syndrome	ENSG00000076555	ACACB, ACACB gene	ENSG00000076555	ensembl	1	ENSG00000076555
WP4657	22q11.2 copy number variation syndrome	ENSG00000161149	TUBA3FP	ENSG00000161149	ensembl	1	ENSG00000161149
WP5408	15q25 copy number variation	WP4424	G alpha (q) signaling events		wikipathways	1	WP4424
WP4932	7q11.23 copy number variation syndrome	ENSG00000263001	GTF2I	ENSG00000263001	ensembl	1	ENSG00000263001
WP2781	Signaling by ERBB4	R-HSA-109797	GRB2-1:SOS1		reactome	0	R-HSA-109797
WP2781	Signaling by ERBB4	P14136	GFAP, p-GFAP	ENSG00000131095	uniprot	0	P14136
WP2781	Signaling by ERBB4	P62979	N6-glycyl-L-lysine-RPS27A(1-76), RPS27A, RPS27A(1-76), RPS27A(77-156), Ub-11-RPS27A(1-76), Ub-48-RPS27A(1-76), Ub-6-RPS27A(1-76), Ub-63-RPS27A(1-76), adenylatedlG76-RPS27A(1-76)	ENSG00000143947	uniprot	0	P62979
WP4875, WP4932, WP5407	15q11q13 copy number variation, 7q11.23 copy number variation syndrome, Disruption of postsynaptic signaling by CNV	ENSG00000106089	STX1A	ENSG00000106089	ensembl	1	ENSG00000106089
WP5408	15q25 copy number variation	ENSG00000196218	RYR, RYR1	ENSG00000196218	ensembl	1	ENSG00000196218
WP5407	15q11q13 copy number variation	ENSG00000198835	GJC2	ENSG00000198835	ensembl	1	ENSG00000198835
WP5406	13q12.12 copy number variation	ENSG00000170624	SGCD	ENSG00000170624	ensembl	1	ENSG00000170624
WP5398	NRXN1 deletion syndrome	MI0000279	hsa-mir-196a-2	ENSG00000207924	mirbase	0	MI0000279
WP4940	15q11.2 copy number variation syndrome	ENSG00000140157	NIPA2	ENSG00000140157	ensembl	1	ENSG00000140157
WP5408	15q25 copy number variation	ENSG00000251322	SHANK3	ENSG00000251322	ensembl	1	ENSG00000251322
WP3584	MECP2 and associated Rett syndrome	ENSG00000081189	MEF2C, MEF2C gene	ENSG00000081189	ensembl	0	ENSG00000081189
WP4222	Phosphodiesterases in neuronal function	ENSG00000138031	ADCY3	ENSG00000138031	ensembl	0	ENSG00000138031
WP5346	8p23.1 copy number variation syndrome	ENSG00000137497	NUMA1	ENSG00000137497	ensembl	1	ENSG00000137497
WP4222	Phosphodiesterases in neuronal function	ENSG00000113448	PDE4D	ENSG00000113448	ensembl	0	ENSG00000113448
WP4932	7q11.23 copy number variation syndrome	ENSG00000156587	UBE2L6	ENSG00000156587	ensembl	1	ENSG00000156587
WP5346	8p23.1 copy number variation syndrome	CHEBI:167181	2'-deoxyribonucleotide-(2'- deoxyribose 5'-phosphate)- 2'-deoxyribonucleotide-DNA		chebi	1	CHEBI:167181
WP5346	8p23.1 copy number variation syndrome	HMDB0254119	Lipopolysaccharide		hmdb	1	HMDB0254119
WP5399	NPHP1 deletion syndrome	ENSG00000131697	NPHP4	ENSG00000131697	ensembl	0	ENSG00000131697
WP5408	15q25 copy number variation	CHEBI:30013	L-threonine residue		chebi	1	CHEBI:30013
WP2781	Signaling by ERBB4	R-HSA-8954223	ERBB4s80:p-Y694-STAT5A:CSN2 gene		reactome	0	R-HSA-8954223
WP4657	22q11.2 copy number variation syndrome	ENSG00000063515	GSC2	ENSG00000063515	ensembl	1	ENSG00000063515
WP3584	MECP2 and associated Rett syndrome	ENSG00000169813	HNRNPF, HNRNPF gene	ENSG00000169813	ensembl	0	ENSG00000169813
WP4222	Phosphodiesterases in neuronal function	WP5294	Sildenafil treatment		wikipathways	0	WP5294
WP2781	Signaling by ERBB4	R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression		reactome	0	R-HSA-2032785
WP4905	1q21.1 copy number variation syndrome	ENSG00000130396	AFDN	ENSG00000130396	ensembl	1	ENSG00000130396
WP4932	7q11.23 copy number variation syndrome	ENSG00000154518	ATP5MC3	ENSG00000154518	ensembl	1	ENSG00000154518
WP2781	Signaling by ERBB4	R-HSA-1250341	p-ERBB4 homodimers		reactome	0	R-HSA-1250341
WP5402	10q22q23 copy number variation	ENSG00000199104	MIR346	ENSG00000199104	ensembl	1	ENSG00000199104
WP4942	15q13.3 copy number variation syndrome	ENSG00000259179	UBE2CP4	ENSG00000259179	ensembl	1	ENSG00000259179
WP5406	13q12.12 copy number variation	ENSG00000198947	DMD, DMD (+mutations)	ENSG00000198947	ensembl	1	ENSG00000198947
WP3584	MECP2 and associated Rett syndrome	ENSG00000168394	TAP1	ENSG00000168394	ensembl	0	ENSG00000168394
WP5407	15q11q13 copy number variation	IPR004031	Claudins		interpro	1	IPR004031
WP5407	15q11q13 copy number variation	ENSG00000104059	ENTREP2	ENSG00000104059	ensembl	1	ENSG00000104059
WP4932	7q11.23 copy number variation syndrome	O60264	SMARCA5	ENSG00000153147	uniprot	1	O60264
WP4906	3q29 copy number variation syndrome	ENSG00000173757	STAT5B	ENSG00000173757	ensembl	1	ENSG00000173757
WP5408	15q25 copy number variation	CHEBI:16335	ADO, Ade-Rib, Adenosine, adenosine		chebi	1	CHEBI:16335
WP4932	7q11.23 copy number variation syndrome	ENSG00000106665	CLIP2	ENSG00000106665	ensembl	1	ENSG00000106665
WP2781	Signaling by ERBB4	R-HSA-1254288	ERBB4s80:p-Y694-STAT5A		reactome	0	R-HSA-1254288
WP4657	22q11.2 copy number variation syndrome	ENSG00000187905	LRRC74B	ENSG00000187905	ensembl	1	ENSG00000187905
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000197283	SYNGAP1	ENSG00000197283	ensembl	1	ENSG00000197283
WP5408	15q25 copy number variation	http://rdf.wikipathways.org/Pathway/WP5408_r127198/Complex/bbeca	Actin-related protein 
2/3 complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5408_r127198/Complex/bbeca
WP408	Oxidative stress response	1728	NQO1	ENSG00000181019	ncbigene	0	1728
WP4083	Reelin signaling pathway	R-HSA-8855258	RELN:VLDLR:DAB1:SH3KBP1		reactome	0	R-HSA-8855258
WP5408	15q25 copy number variation	Q92572	AP3S1	ENSG00000177879	uniprot	1	Q92572
WP5406	13q12.12 copy number variation	ENSG00000205863	C1QTNF9B	ENSG00000205863	ensembl	1	ENSG00000205863
WP4657	22q11.2 copy number variation syndrome	ENSG00000100084	HIRA	ENSG00000100084	ensembl	1	ENSG00000100084
WP4657	22q11.2 copy number variation syndrome	ENSG00000207343	RNU6-225P	ENSG00000207343	ensembl	1	ENSG00000207343
WP4932	7q11.23 copy number variation syndrome	CHEBI:74480	N7-methylguanosine 5'-phosphate residue		chebi	1	CHEBI:74480
WP408	Oxidative stress response	ENSG00000007952	NOX1	ENSG00000007952	ensembl	0	ENSG00000007952
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	WP1793	Cell junction organization, Tight junction, Tight junctions		wikipathways	1	WP1793
WP4657	22q11.2 copy number variation syndrome	WP1823	GP1b-IX-V activation signalling		wikipathways	1	WP1823
WP3584	MECP2 and associated Rett syndrome	ENSG00000075388	FGF4	ENSG00000075388	ensembl	0	ENSG00000075388
WP5406	13q12.12 copy number variation	ENSG00000229483	LINC00362	ENSG00000229483	ensembl	1	ENSG00000229483
WP4932	7q11.23 copy number variation syndrome	ENSG00000163520	FBLN2	ENSG00000163520	ensembl	1	ENSG00000163520
WP5408	15q25 copy number variation	ENSG00000197696	NMB	ENSG00000197696	ensembl	1	ENSG00000197696
WP4657	22q11.2 copy number variation syndrome	ENSG00000070010	UFD1	ENSG00000070010	ensembl	1	ENSG00000070010
WP5346	8p23.1 copy number variation syndrome	ENSG00000143226	FCGR2A	ENSG00000143226	ensembl	1	ENSG00000143226
WP5346	8p23.1 copy number variation syndrome	ENSG00000188175	HEPACAM2	ENSG00000188175	ensembl	1	ENSG00000188175
WP3584	MECP2 and associated Rett syndrome	ENSG00000164985	PSIP1	ENSG00000164985	ensembl	0	ENSG00000164985
WP4906	3q29 copy number variation syndrome	ENSG00000270170	NCBP2AS2	ENSG00000270170	ensembl	1	ENSG00000270170
WP3584	MECP2 and associated Rett syndrome	ENSG00000138675	FGF5	ENSG00000138675	ensembl	0	ENSG00000138675
WP2781	Signaling by ERBB4	R-HSA-1233235	ERBB4		reactome	0	R-HSA-1233235
WP5408	15q25 copy number variation	P53677	AP3M2	ENSG00000070718	uniprot	1	P53677
WP5406	13q12.12 copy number variation	ENSG00000127863	TNFRSF19	ENSG00000127863	ensembl	1	ENSG00000127863
WP5408	15q25 copy number variation	ENSG00000197386	HTT	ENSG00000197386	ensembl	1	ENSG00000197386
WP4942	15q13.3 copy number variation syndrome	ENSG00000285077	ARHGAP11B	ENSG00000285077	ensembl	1	ENSG00000285077
WP4905, WP5407	15q11q13 copy number variation, 1q21.1 copy number variation syndrome	ENSG00000119139	TJP2	ENSG00000119139	ensembl	1	ENSG00000119139
WP4657	22q11.2 copy number variation syndrome	ENSG00000083312	TNPO1	ENSG00000083312	ensembl	1	ENSG00000083312
WP4932	7q11.23 copy number variation syndrome	ENSG00000075399	VPS9D1	ENSG00000075399	ensembl	1	ENSG00000075399
WP4906	3q29 copy number variation syndrome	ENSG00000186575	NF2	ENSG00000186575	ensembl	1	ENSG00000186575
WP2781	Signaling by ERBB4	P29353	SHC1, p-Y-SHC1, p-Y349,Y350,Y427-SHC1, p-Y349,Y350-SHC1, p-Y427-SHC1	ENSG00000160691	uniprot	0	P29353
WP4657	22q11.2 copy number variation syndrome	CHEBI:15035	retinal		chebi	1	CHEBI:15035
WP4657	22q11.2 copy number variation syndrome	ENSG00000113360	DROSHA	ENSG00000113360	ensembl	1	ENSG00000113360
WP5407	15q11q13 copy number variation	ENSG00000165887	ANKRD2	ENSG00000165887	ensembl	1	ENSG00000165887
WP4906	3q29 copy number variation syndrome	CHEBI:74151	S-palmitoyl-L-cysteine residue of a protein		chebi	1	CHEBI:74151
WP4932	7q11.23 copy number variation syndrome	ENSG00000106638	TBL2	ENSG00000106638	ensembl	1	ENSG00000106638
WP5408	15q25 copy number variation	ENSG00000197959	DNM3	ENSG00000197959	ensembl	1	ENSG00000197959
WP5408	15q25 copy number variation	ENSG00000140612	SEC11A	ENSG00000140612	ensembl	1	ENSG00000140612
WP5399	NPHP1 deletion syndrome	ENSG00000119509	INVS	ENSG00000119509	ensembl	0	ENSG00000119509
WP4657	22q11.2 copy number variation syndrome	ENSG00000070193	FGF10	ENSG00000070193	ensembl	1	ENSG00000070193
WP4657	22q11.2 copy number variation syndrome	ENSG00000128918	ALDH1A2	ENSG00000128918	ensembl	1	ENSG00000128918
WP5408	15q25 copy number variation	ENSG00000150995	IP3 receptor, IP3R1, ITPR1	ENSG00000150995	ensembl	1	ENSG00000150995
WP4222	Phosphodiesterases in neuronal function	ENSG00000132915	PDE6A	ENSG00000132915	ensembl	0	ENSG00000132915
WP2781	Signaling by ERBB4	CHEBI:59888	GABA, gamma-aminobutanoic acid (GABA)		chebi	0	CHEBI:59888
WP5406	13q12.12 copy number variation	ENSG00000102683	SGCG	ENSG00000102683	ensembl	1	ENSG00000102683
WP4906	3q29 copy number variation syndrome	ENSG00000163964	PIGX	ENSG00000163964	ensembl	1	ENSG00000163964
WP4657	22q11.2 copy number variation syndrome	ENSG00000242259	C22orf39	ENSG00000242259	ensembl	1	ENSG00000242259
WP3584	MECP2 and associated Rett syndrome	ENSG00000169045	HNRNPH1	ENSG00000169045	ensembl	0	ENSG00000169045
WP5407	15q11q13 copy number variation	ENSG00000198668	CALM, CALM1, CAM, CaM, Calmodulin	ENSG00000198668	ensembl	1	ENSG00000198668
WP5408	15q25 copy number variation	CHEBI:456215	AMP		chebi	1	CHEBI:456215
WP5402	10q22q23 copy number variation	ENSG00000145491	ROPN1L	ENSG00000145491	ensembl	1	ENSG00000145491
WP4906	3q29 copy number variation syndrome	ENSG00000145107	TM4SF19	ENSG00000145107	ensembl	1	ENSG00000145107
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000169398	FAK, FAK (PTK2), PTK2	ENSG00000169398	ensembl	1	ENSG00000169398
WP5346	8p23.1 copy number variation syndrome	ENSG00000253958	CLDN23	ENSG00000253958	ensembl	1	ENSG00000253958
WP4932	7q11.23 copy number variation syndrome	ENSG00000163539	CLASP2	ENSG00000163539	ensembl	1	ENSG00000163539
WP4906	3q29 copy number variation syndrome	ENSG00000088986	DYNLL1	ENSG00000088986	ensembl	1	ENSG00000088986
WP5346	8p23.1 copy number variation syndrome	ENSG00000171044	XKR6	ENSG00000171044	ensembl	1	ENSG00000171044
WP4222	Phosphodiesterases in neuronal function	HMDB0001314	Cyclic GMP, cGMP		hmdb	0	HMDB0001314
WP408	Oxidative stress response	2876	GPX 1, GPX1	ENSG00000233276	ncbigene	0	2876
WP408	Oxidative stress response	4128	MAOA	ENSG00000189221	ncbigene	0	4128
WP5346	8p23.1 copy number variation syndrome	WP4725	Sphingolipid  metabolism, Sphingolipid metabolism, Sphingolipid metabolism overview (Homo sapiens)		wikipathways	1	WP4725
WP5408	15q25 copy number variation	ENSG00000214575	CPEB1	ENSG00000214575	ensembl	1	ENSG00000214575
WP5346	8p23.1 copy number variation syndrome	ENSG00000163950	SLBP	ENSG00000163950	ensembl	1	ENSG00000163950
WP408	Oxidative stress response	25828	TXN2	ENSG00000100348	ncbigene	0	25828
WP4222	Phosphodiesterases in neuronal function	ENSG00000186642	PDE2, PDE2A	ENSG00000186642	ensembl	0	ENSG00000186642
WP5408	15q25 copy number variation	ENSG00000177082	WDR73	ENSG00000177082	ensembl	1	ENSG00000177082
WP2781	Signaling by ERBB4	Q9NYJ8	TAB2	ENSG00000055208	uniprot	0	Q9NYJ8
WP4932	7q11.23 copy number variation syndrome	CHEBI:28790	5HT, 5HT [clathrin-sculpted monoamine transport vesicle lumen], 5HT [extracellular region], Serotonin		chebi	1	CHEBI:28790
WP5406	13q12.12 copy number variation	ENSG00000124788	ATXN1	ENSG00000124788	ensembl	1	ENSG00000124788
WP4906	3q29 copy number variation syndrome	ENSG00000225822	UBXN7-AS1	ENSG00000225822	ensembl	1	ENSG00000225822
WP4657	22q11.2 copy number variation syndrome	ENSG00000164402	SEPTIN8	ENSG00000164402	ensembl	1	ENSG00000164402
WP4942	15q13.3 copy number variation syndrome	ENSG00000212526	RNU6-466P	ENSG00000212526	ensembl	1	ENSG00000212526
WP4932	7q11.23 copy number variation syndrome	ENSG00000176410	DNAJC30	ENSG00000176410	ensembl	1	ENSG00000176410
WP4657	22q11.2 copy number variation syndrome	CHEBI:58178	1-phosphatidyl-1D-myo-inositol 4-phosphate(3−), Phosphatidylinositol-4-phosphate (PIP), PtdIns(4)P		chebi	1	CHEBI:58178
WP2781	Signaling by ERBB4	Q9NZC7	WWOX	ENSG00000186153	uniprot	0	Q9NZC7
WP5346	8p23.1 copy number variation syndrome	ENSG00000205883	DEFB135	ENSG00000205883	ensembl	1	ENSG00000205883
WP4657, WP5346, WP5408	15q25 copy number variation, 22q11.2 copy number variation syndrome, 8p23.1 copy number variation syndrome	ENSG00000132155	CRAF, RAF, RAF1, Raf, Ras	ENSG00000132155	ensembl	1	ENSG00000132155
WP4657	22q11.2 copy number variation syndrome	ENSG00000099904	ZDHHC8	ENSG00000099904	ensembl	1	ENSG00000099904
WP3584	MECP2 and associated Rett syndrome	ENSG00000159176	CSRP1, CSRP1 gene	ENSG00000159176	ensembl	0	ENSG00000159176
WP3584	MECP2 and associated Rett syndrome	ENSG00000111886	GABRR2	ENSG00000111886	ensembl	0	ENSG00000111886
WP4657	22q11.2 copy number variation syndrome	ENSG00000239511	POM121L7P	ENSG00000239511	ensembl	1	ENSG00000239511
WP2781	Signaling by ERBB4	Q99928	GABRG3	ENSG00000182256	uniprot	0	Q99928
WP4657	22q11.2 copy number variation syndrome	ENSG00000241527	CA15P1	ENSG00000241527	ensembl	1	ENSG00000241527
WP4932	7q11.23 copy number variation syndrome	ENSG00000132639	SNAP25	ENSG00000132639	ensembl	1	ENSG00000132639
WP3584	MECP2 and associated Rett syndrome	ENSG00000172845	SP3	ENSG00000172845	ensembl	0	ENSG00000172845
WP2781	Signaling by ERBB4	R-HSA-1843077	p-ERBB4 JM-A homodimers		reactome	0	R-HSA-1843077
WP4932	7q11.23 copy number variation syndrome	ENSG00000106683	LIMK, LIMK1	ENSG00000106683	ensembl	1	ENSG00000106683
WP4657	22q11.2 copy number variation syndrome	ENSG00000229107	ABHD17AP4	ENSG00000229107	ensembl	1	ENSG00000229107
WP5402	10q22q23 copy number variation	ENSG00000188100	FAM25A	ENSG00000188100	ensembl	1	ENSG00000188100
WP4222	Phosphodiesterases in neuronal function	ENSG00000089250	NOS1, nNOS	ENSG00000089250	ensembl	0	ENSG00000089250
WP3584	MECP2 and associated Rett syndrome	ENSG00000157005	SST, SST gene	ENSG00000157005	ensembl	0	ENSG00000157005
WP4906	3q29 copy number variation syndrome	ENSG00000165806	CASP7	ENSG00000165806	ensembl	1	ENSG00000165806
WP5408	15q25 copy number variation	ENSG00000169594	BNC1	ENSG00000169594	ensembl	1	ENSG00000169594
WP5407	15q11q13 copy number variation	ENSG00000187098	MITF	ENSG00000187098	ensembl	1	ENSG00000187098
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000163347	CLDN1	ENSG00000163347	ensembl	1	ENSG00000163347
WP5402	10q22q23 copy number variation	ENSG00000122378	PRXL2A	ENSG00000122378	ensembl	1	ENSG00000122378
WP2781	Signaling by ERBB4	R-HSA-1806218	PIK3CA:PIK3R1		reactome	0	R-HSA-1806218
WP3584	MECP2 and associated Rett syndrome	CHEBI:29987	Glutamate, glutamate		chebi	0	CHEBI:29987
WP4905, WP5407	15q11q13 copy number variation, 1q21.1 copy number variation syndrome	ENSG00000152661	GJA1	ENSG00000152661	ensembl	1	ENSG00000152661
WP4222	Phosphodiesterases in neuronal function	CHEBI:104872	Rolipram		chebi	0	CHEBI:104872
WP5402	10q22q23 copy number variation	ENSG00000172426	RSPH9	ENSG00000172426	ensembl	1	ENSG00000172426
WP2781	Signaling by ERBB4	R-HSA-1252015	ERBB4jmAcyt1s80 dimer		reactome	0	R-HSA-1252015
WP5408	15q25 copy number variation	ENSG00000136383	ALPK3	ENSG00000136383	ensembl	1	ENSG00000136383
WP5408	15q25 copy number variation	CHEBI:17748	Thy-dRib, Thymidine		chebi	1	CHEBI:17748
WP5399, WP5412	8q11.23 (RB1CC1) copy number variation, NPHP1 deletion syndrome	ENSG00000120899	PTK2B	ENSG00000120899	ensembl	1	ENSG00000120899
WP4657	22q11.2 copy number variation syndrome	ENSG00000184470	TXNRD2	ENSG00000184470	ensembl	1	ENSG00000184470
WP2781	Signaling by ERBB4	R-HSA-9612622	NRG2:p-ERBB4 homodimers		reactome	0	R-HSA-9612622
WP4932	7q11.23 copy number variation syndrome	http://rdf.wikipathways.org/Pathway/WP4932_r126861/Complex/f942e	ESCRT-I complex	ESCRT-I	Complex	1	http://rdf.wikipathways.org/Pathway/WP4932_r126861/Complex/f942e
WP4222	Phosphodiesterases in neuronal function	ENSG00000131771	DARPP-32, PPP1R1B	ENSG00000131771	ensembl	0	ENSG00000131771
WP4657	22q11.2 copy number variation syndrome	CHEBI:1582	3-MT, 3-Methoxytyramine, 3MT		chebi	1	CHEBI:1582
WP2781	Signaling by ERBB4	R-HSA-1251963	ADAM17		reactome	0	R-HSA-1251963
WP4932	7q11.23 copy number variation syndrome	ENSG00000120942	UBIAD1	ENSG00000120942	ensembl	1	ENSG00000120942
WP3584	MECP2 and associated Rett syndrome	ENSG00000082556	OPRK1, OPRK1 gene	ENSG00000082556	ensembl	0	ENSG00000082556
WP4932, WP5346	7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome	CHEBI:46858	L-tyrosine residue, L-tyrosyl-[protein]		chebi	1	CHEBI:46858
WP4932	7q11.23 copy number variation syndrome	ENSG00000105953	OGDH	ENSG00000105953	ensembl	1	ENSG00000105953
WP5408	15q25 copy number variation	ENSG00000114902	SPCS1	ENSG00000114902	ensembl	1	ENSG00000114902
WP2781	Signaling by ERBB4	R-HSA-9612575	ERBB4:DLG4		reactome	0	R-HSA-9612575
WP4906	3q29 copy number variation syndrome	ENSG00000163961	RNF168	ENSG00000163961	ensembl	1	ENSG00000163961
WP2781	Signaling by ERBB4	R-HSA-9612287	ERBB4s80:SPARC gene		reactome	0	R-HSA-9612287
WP5402	10q22q23 copy number variation	ENSG00000122367	LDB3	ENSG00000122367	ensembl	1	ENSG00000122367
WP2781	Signaling by ERBB4	P62993-1	GRB2-1		uniprot	0	P62993-1
WP5402	10q22q23 copy number variation	CHEBI:16810	2-Ketoglutarate, 2-ketoglutarate, 2-oxo-glutarate, 2-oxoglutarate, 2OG, KG, a-Ketoglutarate, a-ketoglutarate, alpha-ketoglutarate, α-ketoglutarate		chebi	1	CHEBI:16810
WP408	Oxidative stress response	6647	SOD1	ENSG00000142168	ncbigene	0	6647
WP4657	22q11.2 copy number variation syndrome	ENSG00000108061	SHOC2	ENSG00000108061	ensembl	1	ENSG00000108061
WP5346	8p23.1 copy number variation syndrome	ENSG00000164733	CTSB	ENSG00000164733	ensembl	1	ENSG00000164733
WP5402	10q22q23 copy number variation	ENSG00000130363	RSPH3	ENSG00000130363	ensembl	1	ENSG00000130363
WP5407	15q11q13 copy number variation	ENSG00000034053	APBA2	ENSG00000034053	ensembl	1	ENSG00000034053
WP4905	1q21.1 copy number variation syndrome	ENSG00000226653	OR13Z1P	ENSG00000226653	ensembl	1	ENSG00000226653
WP408	Oxidative stress response	1543	CYP1A1	ENSG00000140465	ncbigene	0	1543
WP4657	22q11.2 copy number variation syndrome	ENSG00000176692	FOXC2	ENSG00000176692	ensembl	1	ENSG00000176692
WP4657	22q11.2 copy number variation syndrome	ENSG00000184058	TBX1	ENSG00000184058	ensembl	1	ENSG00000184058
WP4657	22q11.2 copy number variation syndrome	CHEBI:63795	4-hydroxyretinoic acid, 4OH-atRA		chebi	1	CHEBI:63795
WP4657	22q11.2 copy number variation syndrome	ENSG00000185345	PRKN	ENSG00000185345	ensembl	1	ENSG00000185345
WP5346	8p23.1 copy number variation syndrome	CHEBI:29958	L-aspartyl		chebi	1	CHEBI:29958
WP4905	1q21.1 copy number variation syndrome	ENSG00000227242	NBPF13P	ENSG00000227242	ensembl	1	ENSG00000227242
WP5408	15q25 copy number variation	ENSG00000176371	ZSCAN2	ENSG00000176371	ensembl	1	ENSG00000176371
WP4906	3q29 copy number variation syndrome	ENSG00000105329	TGF-B1, TGF-Beta, TGF-beta1, TGF-β, TGFB, TGFB1, TGFB1 gene	ENSG00000105329	ensembl	1	ENSG00000105329
WP408	Oxidative stress response	ENSG00000074771	NOX3	ENSG00000074771	ensembl	0	ENSG00000074771
WP4932	7q11.23 copy number variation syndrome	ENSG00000111640	GAPDH	ENSG00000111640	ensembl	1	ENSG00000111640
WP5407	15q11q13 copy number variation	ENSG00000127022	CANX	ENSG00000127022	ensembl	1	ENSG00000127022
WP5402	10q22q23 copy number variation	ENSG00000122375	OPN4	ENSG00000122375	ensembl	1	ENSG00000122375
WP408	Oxidative stress response	54578	UGT1A6	ENSG00000167165	ncbigene	0	54578
WP5402	10q22q23 copy number variation	ENSG00000089163	SIRT4	ENSG00000089163	ensembl	1	ENSG00000089163
WP3584	MECP2 and associated Rett syndrome	MIMAT0004561	hsa-miR-187-5p		mirbase.mature	0	MIMAT0004561
WP4932	7q11.23 copy number variation syndrome	ENSG00000009954	BAZ1B	ENSG00000009954	ensembl	1	ENSG00000009954
WP2781	Signaling by ERBB4	Q9H0M0	WWP1	ENSG00000123124	uniprot	0	Q9H0M0
WP3584, WP4222, WP4906, WP5398	3q29 copy number variation syndrome, MECP2 and associated Rett syndrome, NRXN1 deletion syndrome, Phosphodiesterases in neuronal function	ENSG00000155511	AMPA, GRIA1	ENSG00000155511	ensembl	1	ENSG00000155511
WP3584	MECP2 and associated Rett syndrome	ENSG00000137154	RPS6, S6	ENSG00000137154	ensembl	0	ENSG00000137154
WP5399, WP5406	13q12.12 copy number variation, NPHP1 deletion syndrome	ENSG00000128591	FLNC	ENSG00000128591	ensembl	1	ENSG00000128591
WP4657	22q11.2 copy number variation syndrome	ENSG00000181222	POLR2A	ENSG00000181222	ensembl	1	ENSG00000181222
WP4222, WP4875, WP5398	Disruption of postsynaptic signaling by CNV, NRXN1 deletion syndrome, Phosphodiesterases in neuronal function	ENSG00000273079	GRIN2B, GRIN2B gene	ENSG00000273079	ensembl	1	ENSG00000273079
WP2781	Signaling by ERBB4	P09486	SPARC, Sparc	ENSG00000113140	uniprot	0	P09486
